id,carat,cut,color,clarity,depth,table,x,y,z,price
31031,2.06,Premium,G,SI2,61.8,58.0,8.15,8.1,5.02,16587
31032,1.02,Premium,F,SI2,61.0,58.0,6.49,6.52,3.97,4043
31033,0.77,Ideal,D,VS2,61.8,56.0,5.84,5.9,3.63,3721
31034,0.91,Very Good,G,SI2,60.0,57.0,6.27,6.32,3.78,3531
31035,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,530
31036,1.62,Good,I,VS1,59.6,65.0,7.69,7.59,4.55,9526
31037,1.51,Ideal,G,VS2,62.1,55.0,7.38,7.33,4.56,14482
31038,0.72,Ideal,G,SI2,61.8,56.0,5.72,5.76,3.55,2501
31039,0.7,Very Good,D,SI1,58.2,60.0,5.75,5.79,3.36,2681
31040,1.32,Very Good,J,VS2,62.1,57.0,7.01,7.04,4.36,6079
31041,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,844
31042,0.45,Ideal,E,VVS2,61.6,56.0,4.96,4.98,3.06,1817
31043,2.01,Premium,H,SI2,61.8,62.0,8.05,7.97,4.95,11646
31044,0.34,Premium,G,VS2,61.1,60.0,4.53,4.51,2.76,765
31045,0.3,Ideal,F,VS1,62.1,55.0,4.31,4.35,2.69,612
31046,0.9,Good,E,SI1,60.8,65.0,6.14,6.17,3.74,3933
31047,0.34,Ideal,I,SI1,62.3,55.0,4.42,4.47,2.77,459
31048,1.2,Ideal,I,SI1,62.2,57.0,6.8,6.77,4.22,4368
31049,0.72,Very Good,G,SI2,60.6,61.0,5.73,5.79,3.49,2114
31050,1.5,Good,H,SI1,61.0,59.0,7.31,7.39,4.48,9394
31051,1.01,Very Good,F,SI1,62.0,56.0,6.41,6.47,3.99,5107
31052,0.7,Very Good,I,SI1,62.8,59.0,5.63,5.67,3.55,1763
31053,1.16,Ideal,F,VS1,61.9,54.0,6.75,6.79,4.19,9348
31054,1.51,Premium,H,VS2,62.8,60.0,7.28,7.25,4.56,11268
31055,0.35,Ideal,D,SI1,62.1,57.0,4.49,4.47,2.78,772
31056,0.9,Good,G,SI1,62.8,59.0,6.08,6.12,3.83,3734
31057,0.51,Ideal,G,VS1,62.5,57.0,5.08,5.1,3.18,1577
31058,0.35,Premium,F,SI1,62.3,58.0,4.49,4.53,2.81,583
31059,0.71,Ideal,D,SI2,61.3,57.0,5.78,5.71,3.52,2633
31060,0.7,Fair,E,SI1,66.7,59.0,5.49,5.45,3.65,2241
31061,0.53,Premium,H,VS1,60.5,57.0,5.34,5.27,3.21,1607
31062,0.91,Ideal,F,SI2,60.9,57.0,6.27,6.3,3.83,3588
31063,0.9,Good,H,SI1,63.1,63.0,6.04,6.1,3.83,3484
31064,1.19,Ideal,H,VS2,62.1,59.0,6.82,6.73,4.21,6662
31065,0.34,Ideal,H,SI1,61.3,56.0,4.48,4.52,2.76,516
31066,1.21,Ideal,E,SI1,61.8,56.0,6.82,6.86,4.23,8863
31067,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,775
31068,1.6,Ideal,E,SI1,61.9,54.0,7.56,7.5,4.66,11437
31069,1.39,Premium,I,SI1,62.1,57.0,7.22,7.08,4.44,6694
31070,1.52,Very Good,J,SI1,62.3,57.0,7.32,7.38,4.58,7239
31071,0.31,Ideal,G,VVS1,61.6,54.0,4.36,4.38,2.69,778
31072,1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,12052
31073,0.28,Very Good,E,VVS2,59.8,57.0,4.28,4.32,2.57,642
31074,1.0,Ideal,F,SI1,62.0,57.0,6.37,6.43,3.97,5197
31075,0.4,Ideal,I,VVS2,62.0,56.0,4.74,4.77,2.95,1240
31076,0.68,Premium,G,VS2,61.7,57.0,5.67,5.65,3.49,2040
31077,0.55,Premium,E,SI2,59.7,58.0,5.33,5.35,3.19,1269
31078,1.24,Ideal,J,SI1,61.9,56.0,6.95,6.88,4.28,5125
31079,0.43,Very Good,E,VS2,62.8,56.0,4.79,4.86,3.03,981
31080,1.01,Fair,E,SI2,57.1,59.0,6.65,6.69,3.81,4600
31081,0.33,Premium,H,VS1,62.1,59.0,4.46,4.43,2.76,743
31082,1.03,Very Good,G,VS2,62.2,57.0,6.43,6.46,4.01,6786
31083,1.12,Premium,F,VS1,61.2,58.0,6.72,6.68,4.1,7903
31084,0.31,Ideal,G,VS2,61.7,55.0,4.37,4.35,2.69,698
31085,0.73,Ideal,E,VS2,61.7,57.0,5.75,5.78,3.55,3470
31086,0.52,Ideal,F,SI1,62.0,55.0,5.14,5.17,3.19,1383
31087,0.7,Very Good,J,SI1,62.0,56.0,5.66,5.72,3.53,1619
31088,1.1,Ideal,E,SI2,59.4,54.0,6.79,6.74,4.02,4071
31089,1.01,Very Good,G,VS2,63.5,57.0,6.36,6.39,4.05,6291
31090,1.5,Good,H,I1,64.0,56.0,7.18,7.05,4.56,4022
31091,0.38,Ideal,E,IF,62.7,55.0,4.61,4.67,2.91,1433
31092,1.0,Fair,H,SI1,67.6,59.0,6.03,5.95,4.05,4665
31093,1.2,Premium,E,VS1,60.7,57.0,6.89,6.81,4.16,10053
31094,0.72,Ideal,F,VS1,61.5,56.0,5.77,5.8,3.56,3759
31095,0.3,Premium,E,VS2,62.1,59.0,4.29,4.27,2.66,844
31096,0.41,Premium,G,VS1,60.0,61.0,4.86,4.77,2.89,961
31097,1.24,Very Good,E,SI1,61.7,59.0,6.85,6.89,4.24,8073
31098,0.7,Premium,I,VVS1,59.1,60.0,5.77,5.8,3.42,2513
31099,0.54,Ideal,I,SI1,62.1,54.0,5.24,5.26,3.26,1057
31100,1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04,4185
31101,0.3,Premium,D,SI1,62.6,59.0,4.27,4.23,2.66,709
31102,0.9,Very Good,G,VS1,62.7,56.0,6.1,6.14,3.84,4780
31103,1.61,Ideal,E,SI2,61.6,56.0,7.54,7.62,4.67,9961
31104,1.59,Ideal,J,SI1,62.4,55.0,7.48,7.45,4.66,8325
31105,0.32,Ideal,F,VS2,61.5,56.0,4.42,4.4,2.71,828
31106,0.71,Very Good,F,VVS2,60.6,58.0,5.76,5.79,3.5,3494
31107,1.23,Premium,G,VS2,61.1,57.0,6.96,6.91,4.24,8128
31108,2.01,Good,I,VS2,63.8,58.0,7.82,7.89,5.01,15147
31109,1.51,Very Good,G,VS2,62.8,57.0,7.25,7.3,4.57,11923
31110,0.36,Ideal,F,IF,61.7,55.0,4.58,4.62,2.84,1210
31111,0.43,Ideal,E,VS2,62.2,57.0,4.8,4.84,3.0,981
31112,2.11,Premium,H,SI2,61.0,58.0,8.31,8.27,5.06,13233
31113,0.51,Very Good,E,SI1,61.4,58.0,5.09,5.14,3.14,1284
31114,0.32,Ideal,D,VS2,61.0,57.0,4.46,4.42,2.71,972
31115,0.9,Very Good,D,SI2,59.5,58.0,6.28,6.33,3.75,3989
31116,0.31,Premium,H,VVS1,61.9,58.0,4.34,4.32,2.68,907
31117,0.4,Ideal,E,VVS2,62.5,54.0,4.75,4.76,2.97,926
31118,0.7,Very Good,F,SI2,61.2,57.0,5.67,5.74,3.49,2100
31119,1.08,Ideal,G,SI2,61.9,57.0,6.57,6.55,4.06,4627
31120,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,6399
31121,1.3,Premium,F,VS2,60.4,59.0,7.12,7.06,4.28,10090
31122,0.77,Ideal,G,VS1,62.2,56.0,5.9,5.85,3.66,3148
31123,0.39,Ideal,D,VS1,62.0,57.0,4.71,4.67,2.91,1170
31124,1.15,Very Good,J,SI2,63.6,57.0,6.6,6.64,4.21,4021
31125,0.31,Ideal,G,VVS2,61.8,56.0,4.36,4.31,2.68,907
31126,0.92,Fair,H,SI2,64.5,60.0,6.06,6.01,3.89,3536
31127,0.51,Ideal,D,SI2,61.1,56.0,5.18,5.16,3.16,1359
31128,0.4,Premium,E,VS2,61.9,59.0,4.72,4.75,2.93,912
31129,1.21,Premium,E,SI2,61.7,59.0,6.83,6.78,4.2,5920
31130,0.28,Premium,E,VVS2,60.1,59.0,4.26,4.22,2.55,828
31131,1.11,Ideal,E,VS2,62.1,53.0,6.67,6.69,4.14,8698
31132,0.3,Premium,G,SI1,59.7,60.0,4.39,4.35,2.61,574
31133,0.91,Very Good,H,VS1,63.4,56.0,6.18,6.12,3.9,4224
31134,0.7,Very Good,D,SI1,59.4,63.0,5.76,5.78,3.43,2604
31135,1.26,Ideal,H,SI1,60.8,57.0,7.01,6.97,4.25,7400
31136,0.31,Ideal,E,VS2,60.7,57.0,4.39,4.41,2.67,642
31137,1.07,Premium,E,SI2,60.5,59.0,6.67,6.59,4.01,4362
31138,0.33,Very Good,E,SI1,60.2,58.0,4.49,4.55,2.72,579
31139,1.71,Ideal,I,SI2,62.1,58.0,7.64,7.56,4.72,10096
31140,0.61,Ideal,D,VVS1,62.1,56.0,5.46,5.43,3.38,4279
31141,1.0,Good,F,VS2,63.1,56.0,6.27,6.31,3.97,5420
31142,0.43,Ideal,F,VS2,61.1,56.0,4.91,4.88,2.99,968
31143,0.38,Ideal,G,SI1,62.1,54.0,4.67,4.64,2.9,969
31144,1.5,Premium,E,SI2,61.2,59.0,7.36,7.41,4.52,9900
31145,1.52,Ideal,H,SI2,62.3,56.0,7.34,7.24,4.54,7388
31146,0.77,Good,E,VS2,63.4,57.0,5.8,5.84,3.69,3291
31147,0.53,Premium,F,I1,61.3,58.0,5.22,5.18,3.19,886
31148,0.35,Premium,E,VS2,60.7,60.0,4.58,4.55,2.77,984
31149,0.3,Very Good,G,IF,62.3,55.0,4.31,4.33,2.69,850
31150,1.01,Good,E,SI1,64.7,57.0,6.22,6.29,4.05,4608
31151,0.41,Premium,G,VS2,62.6,58.0,4.71,4.74,2.96,827
31152,1.01,Premium,F,VS1,61.3,58.0,6.52,6.44,3.97,7127
31153,1.06,Ideal,D,IF,61.2,57.0,6.57,6.61,4.03,15813
31154,1.11,Very Good,J,VS2,63.2,59.0,6.55,6.46,4.11,3730
31155,1.21,Very Good,D,SI2,62.4,58.0,6.77,6.83,4.24,6248
31156,2.01,Very Good,H,VS2,63.2,58.0,7.93,8.01,5.04,18507
31157,0.31,Premium,G,VVS1,59.5,60.0,4.39,4.41,2.62,816
31158,0.37,Ideal,D,VVS2,62.4,56.0,4.56,4.64,2.87,857
31159,0.26,Ideal,E,VVS1,62.0,56.0,4.09,4.13,2.55,599
31160,0.85,Very Good,E,SI2,63.1,58.0,6.02,6.0,3.79,2966
31161,0.39,Ideal,D,VS1,62.0,57.0,4.67,4.71,2.91,1095
31162,0.9,Very Good,G,VVS2,61.4,60.0,6.18,6.23,3.81,5640
31163,0.64,Good,J,SI2,64.7,54.0,5.39,5.43,3.5,1141
31164,0.35,Fair,E,VVS2,66.2,61.0,4.4,4.36,2.9,738
31165,0.71,Premium,F,VS2,61.0,59.0,5.72,5.69,3.48,2571
31166,1.09,Ideal,E,VS2,60.6,57.0,6.66,6.67,4.04,8158
31167,1.14,Ideal,J,VS2,61.4,55.0,6.74,6.77,4.15,4906
31168,1.08,Very Good,F,SI2,63.1,59.0,6.51,6.46,4.09,3590
31169,1.28,Very Good,H,SI2,60.4,61.0,7.08,7.03,4.26,6766
31170,1.04,Very Good,I,SI1,63.2,54.0,6.49,6.42,4.08,4193
31171,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2310
31172,0.33,Ideal,I,VS2,61.5,57.0,4.42,4.49,2.74,463
31173,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,702
31174,0.51,Ideal,G,VVS2,61.3,57.0,5.15,5.12,3.15,1974
31175,1.73,Premium,G,VS2,61.6,58.0,7.74,7.71,4.76,16960
31176,0.33,Ideal,H,VVS1,62.1,55.0,4.44,4.42,2.75,965
31177,0.31,Very Good,H,VS1,61.8,61.0,4.32,4.36,2.68,544
31178,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2010
31179,0.23,Very Good,E,VVS1,61.8,59.0,3.9,3.93,2.42,530
31180,1.26,Ideal,G,VVS2,61.4,55.0,6.96,6.99,4.29,12066
31181,0.58,Very Good,G,SI2,63.3,58.0,5.26,5.29,3.34,1117
31182,0.7,Very Good,I,VS1,63.3,55.0,5.64,5.6,3.56,1995
31183,0.3,Very Good,G,IF,62.6,56.0,4.27,4.29,2.68,863
31184,0.33,Premium,I,VS1,59.5,60.0,4.5,4.54,2.69,521
31185,0.42,Ideal,F,SI1,62.0,57.0,4.83,4.81,2.99,992
31186,0.69,Premium,I,SI1,62.0,59.0,5.66,5.63,3.5,1636
31187,0.39,Ideal,D,VVS2,60.0,56.0,4.77,4.79,2.87,1018
31188,1.1,Premium,G,VS2,59.4,60.0,6.78,6.72,4.01,7022
31189,0.79,Premium,H,SI2,61.6,58.0,5.98,5.94,3.67,1998
31190,1.33,Fair,G,SI2,63.0,62.0,6.9,6.87,4.34,6078
31191,0.42,Premium,D,SI2,62.1,59.0,4.78,4.82,2.98,700
31192,0.41,Ideal,G,VVS2,61.3,56.0,4.79,4.77,2.93,1076
31193,0.41,Premium,D,SI2,62.3,61.0,4.75,4.72,2.95,818
31194,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10200
31195,0.23,Ideal,F,VVS2,60.9,57.0,3.95,3.97,2.41,530
31196,0.51,Ideal,H,VS2,61.2,53.0,5.22,5.18,3.18,1312
31197,0.64,Good,F,VS1,57.7,61.0,5.68,5.75,3.29,2222
31198,0.57,Ideal,F,VS2,59.2,57.0,5.45,5.5,3.24,1637
31199,1.08,Ideal,F,VS2,61.0,57.0,6.61,6.68,4.06,7781
31200,0.42,Premium,G,VS1,60.8,59.0,4.85,4.79,2.93,984
31201,1.7,Premium,I,VVS2,62.1,59.0,7.6,7.53,4.7,11775
31202,0.32,Premium,H,VVS1,61.4,58.0,4.37,4.42,2.7,730
31203,0.31,Premium,H,VVS2,61.9,58.0,4.36,4.33,2.69,802
31204,0.78,Ideal,G,VS2,62.2,57.0,5.87,5.9,3.66,3171
31205,2.07,Ideal,I,SI2,61.6,56.0,8.16,8.18,5.04,13879
31206,1.59,Very Good,H,VVS2,63.0,58.0,7.43,7.48,4.7,12297
31207,0.4,Good,E,SI1,63.9,55.0,4.67,4.72,3.0,687
31208,0.7,Premium,I,SI2,63.0,56.0,5.71,5.63,3.57,1715
31209,0.6,Ideal,H,VS2,61.1,56.0,5.47,5.49,3.35,1648
31210,0.35,Ideal,F,VS2,60.8,57.0,4.56,4.52,2.76,906
31211,2.01,Premium,H,SI2,61.9,57.0,8.13,7.96,4.98,13199
31212,0.86,Premium,H,SI1,62.7,59.0,6.04,5.98,3.77,2851
31213,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,17674
31214,1.52,Premium,I,SI1,58.1,62.0,7.61,7.56,4.41,8852
31215,0.57,Very Good,D,SI1,59.8,60.0,5.4,5.34,3.21,1906
31216,0.73,Premium,E,SI1,61.3,58.0,5.83,5.76,3.55,2821
31217,1.21,Premium,J,VVS1,61.3,59.0,6.81,6.86,4.19,5893
31218,2.08,Very Good,J,VS2,60.6,61.0,8.24,8.34,5.02,13732
31219,0.91,Very Good,F,SI1,63.7,58.0,6.08,6.11,3.88,3991
31220,1.14,Premium,G,SI1,62.7,58.0,6.68,6.63,4.17,5424
31221,0.44,Ideal,H,VVS1,61.1,57.0,4.87,4.92,2.99,1124
31222,1.52,Ideal,G,VS2,61.3,59.0,7.35,7.4,4.52,12161
31223,0.38,Ideal,H,VVS2,61.6,56.0,4.67,4.72,2.89,794
31224,0.4,Ideal,D,SI1,61.3,56.0,4.75,4.78,2.92,726
31225,1.18,Very Good,D,I1,61.5,62.0,6.73,6.88,4.19,3816
31226,1.03,Premium,H,VS1,62.0,59.0,6.45,6.48,4.01,5523
31227,0.24,Ideal,E,VVS2,61.3,57.0,4.0,4.02,2.46,526
31228,1.04,Ideal,G,VVS1,62.8,56.0,6.49,6.45,4.06,7738
31229,0.35,Ideal,I,SI1,62.2,54.0,4.52,4.55,2.82,491
31230,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,975
31231,0.3,Very Good,F,SI2,62.2,58.0,4.22,4.33,2.66,394
31232,0.41,Premium,E,VS2,62.1,58.0,4.75,4.78,2.96,935
31233,0.3,Good,H,SI1,63.4,57.0,4.27,4.31,2.72,421
31234,0.63,Ideal,G,VVS2,62.6,56.0,5.45,5.48,3.42,2442
31235,0.32,Premium,H,SI1,61.8,56.0,4.43,4.4,2.73,591
31236,0.52,Ideal,D,VS2,62.1,57.0,5.13,5.17,3.2,1774
31237,0.52,Ideal,G,VS1,62.3,54.0,5.15,5.18,3.22,1629
31238,0.5,Premium,E,VS2,61.3,58.0,5.12,5.06,3.12,1746
31239,1.23,Very Good,H,VS2,58.5,62.0,6.98,7.0,4.09,6039
31240,0.71,Premium,F,SI1,62.3,60.0,5.68,5.65,3.53,2458
31241,1.01,Very Good,H,VVS2,59.6,63.0,6.55,6.47,3.88,5684
31242,1.04,Ideal,G,VVS1,62.2,55.0,6.48,6.51,4.04,8637
31243,1.07,Premium,G,SI1,61.6,58.0,6.6,6.56,4.05,5453
31244,1.0,Very Good,D,SI2,62.8,58.0,6.33,6.37,3.99,4753
31245,0.5,Very Good,E,VS2,63.2,56.0,5.06,5.03,3.19,1397
31246,1.03,Very Good,E,SI2,60.7,63.0,6.48,6.44,3.92,4326
31247,0.39,Very Good,H,VS1,61.7,57.0,4.65,4.68,2.88,787
31248,0.3,Ideal,G,VS2,63.0,55.0,4.31,4.29,2.71,675
31249,0.33,Ideal,E,IF,62.1,55.0,4.43,4.46,2.76,1289
31250,0.3,Premium,G,VS1,61.9,59.0,4.28,4.32,2.66,605
31251,0.3,Premium,I,VS1,60.5,60.0,4.33,4.3,2.61,608
31252,1.3,Premium,G,VS2,60.9,60.0,7.04,6.99,4.27,9216
31253,0.3,Ideal,I,VS2,62.3,56.0,4.28,4.29,2.67,407
31254,1.56,Ideal,F,SI1,61.2,57.0,7.48,7.52,4.59,11047
31255,0.25,Ideal,G,VVS2,61.9,55.0,4.07,4.1,2.53,525
31256,1.57,Ideal,H,I1,62.8,56.0,7.42,7.36,4.64,5170
31257,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,6324
31258,1.09,Premium,I,SI1,61.9,58.0,6.65,6.58,4.1,3968
31259,1.62,Premium,I,VS1,61.7,59.0,7.55,7.47,4.63,10362
31260,1.05,Premium,G,SI2,61.6,60.0,6.56,6.49,4.02,4318
31261,0.9,Ideal,F,SI2,62.3,57.0,6.19,6.17,3.85,3679
31262,0.4,Premium,F,VVS1,60.8,59.0,4.74,4.76,2.89,1263
31263,1.03,Fair,G,SI2,65.7,59.0,6.3,6.24,4.12,2942
31264,0.3,Very Good,E,SI2,63.5,55.0,4.3,4.27,2.72,540
31265,0.32,Ideal,F,VS2,61.3,57.0,4.37,4.4,2.69,645
31266,0.74,Premium,E,SI2,59.0,55.0,6.03,5.94,3.53,2447
31267,1.51,Good,J,SI2,58.1,64.0,7.57,7.53,4.39,6215
31268,1.0,Good,H,SI2,63.2,60.0,6.27,6.3,3.97,3740
31269,1.16,Premium,H,I1,61.7,62.0,6.68,6.64,4.11,2368
31270,0.36,Ideal,I,VVS2,61.5,57.0,4.55,4.58,2.8,655
31271,0.54,Premium,E,VS2,59.2,58.0,5.35,5.32,3.16,1847
31272,1.11,Ideal,I,VS2,61.7,55.0,6.66,6.69,4.12,5506
31273,1.21,Ideal,G,VVS2,61.3,57.0,6.83,6.85,4.19,10568
31274,0.31,Good,G,SI1,63.6,57.0,4.33,4.29,2.74,593
31275,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,5024
31276,2.0,Very Good,F,SI1,57.9,60.0,8.28,8.34,4.81,18759
31277,0.55,Premium,G,SI1,60.1,61.0,5.32,5.29,3.19,1377
31278,1.59,Premium,H,VS2,62.1,58.0,7.48,7.42,4.63,11437
31279,1.5,Premium,D,SI2,59.9,60.0,7.48,7.41,4.46,10090
31280,0.91,Very Good,F,VS1,62.4,59.0,6.15,6.16,3.84,5302
31281,0.51,Very Good,E,VS2,63.5,57.0,5.09,5.05,3.22,1638
31282,0.31,Ideal,H,VVS1,62.7,54.0,4.38,4.33,2.73,907
31283,0.35,Very Good,D,SI1,60.2,57.0,4.56,4.61,2.76,644
31284,0.3,Ideal,G,VS2,62.3,56.0,4.27,4.3,2.67,526
31285,2.24,Ideal,I,SI1,60.5,59.0,8.45,8.5,5.13,18299
31286,0.34,Ideal,G,VS2,62.2,53.0,4.51,4.46,2.79,765
31287,1.02,Good,G,VS1,57.3,59.0,6.71,6.65,3.83,5706
31288,0.24,Premium,E,VS2,62.6,58.0,3.99,4.03,2.51,417
31289,0.32,Ideal,H,VVS1,61.9,54.0,4.4,4.42,2.73,708
31290,1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,13515
31291,0.43,Very Good,F,SI2,60.5,59.0,4.88,4.91,2.96,679
31292,0.33,Very Good,E,VVS2,59.8,58.7,4.47,4.51,2.68,893
31293,0.53,Ideal,G,VVS2,62.3,54.0,5.18,5.2,3.24,1797
31294,1.2,Ideal,G,VS1,61.9,58.0,6.76,6.8,4.2,9625
31295,1.52,Good,G,VS2,63.3,57.0,7.27,7.32,4.62,11235
31296,1.03,Premium,G,SI1,59.5,60.0,6.6,6.54,3.91,5791
31297,1.2,Ideal,G,VS2,62.1,56.0,6.84,6.78,4.23,7741
31298,0.3,Premium,H,VS2,62.3,58.0,4.31,4.33,2.69,473
31299,0.51,Good,G,VVS1,63.9,57.0,5.08,5.06,3.24,2027
31300,0.92,Ideal,E,SI2,62.1,57.0,6.2,6.26,3.87,4011
31301,0.32,Good,H,SI2,63.8,56.0,4.36,4.38,2.79,403
31302,0.57,Very Good,G,VS2,59.9,54.6,5.43,5.46,3.26,1633
31303,2.14,Premium,I,VS2,59.3,59.0,8.39,8.43,5.0,15418
31304,0.74,Premium,H,VS2,62.1,56.0,5.83,5.79,3.61,2532
31305,0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,863
31306,0.3,Very Good,F,VVS2,59.9,56.0,4.38,4.44,2.64,730
31307,0.44,Very Good,F,VS1,61.2,61.0,4.83,4.88,2.97,1081
31308,1.23,Ideal,H,SI1,61.5,57.0,6.92,6.89,4.25,6681
31309,1.21,Ideal,H,VVS1,62.8,55.0,6.78,6.82,4.27,8286
31310,2.02,Premium,J,VS2,62.1,59.0,8.08,7.98,4.99,14330
31311,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,419
31312,1.52,Premium,G,VS1,58.8,61.0,7.54,7.45,4.41,10640
31313,1.37,Very Good,G,SI2,62.8,57.0,7.06,7.12,4.45,6609
31314,0.9,Premium,E,SI2,59.2,60.0,6.31,6.23,3.71,3701
31315,1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,5189
31316,0.76,Ideal,E,SI2,61.5,57.0,5.83,5.87,3.6,2680
31317,1.09,Good,F,SI2,60.8,61.4,6.59,6.64,4.02,5167
31318,1.59,Ideal,I,SI1,62.1,57.0,7.48,7.46,4.64,8835
31319,0.9,Good,E,VS2,64.0,58.0,6.02,6.07,3.87,4278
31320,0.4,Very Good,E,VVS2,62.4,58.0,4.7,4.76,2.95,1017
31321,0.36,Ideal,E,VS1,62.7,57.0,4.55,4.58,2.86,727
31322,0.7,Fair,H,SI1,65.3,55.0,5.58,5.54,3.63,1865
31323,0.56,Ideal,G,SI1,61.2,54.0,5.36,5.32,3.27,1633
31324,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,566
31325,0.34,Ideal,H,VS2,61.7,57.0,4.48,4.46,2.76,689
31326,0.3,Ideal,E,VVS1,61.6,55.0,4.34,4.36,2.68,838
31327,1.01,Premium,H,SI2,61.9,60.0,6.43,6.4,3.97,4242
31328,0.31,Good,D,VS1,61.7,61.0,4.32,4.34,2.67,653
31329,0.71,Ideal,D,VS1,62.5,57.0,5.71,5.68,3.56,3090
31330,1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,14103
31331,0.32,Ideal,H,VS1,61.1,56.0,4.46,4.44,2.72,720
31332,0.32,Premium,F,SI2,59.7,59.0,4.48,4.43,2.66,540
31333,0.4,Ideal,E,VVS2,61.7,56.0,4.73,4.77,2.93,1158
31334,0.72,Good,H,VS1,60.0,61.2,5.74,5.83,3.47,2637
31335,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,530
31336,0.96,Ideal,F,I1,60.7,55.0,6.37,6.41,3.88,2801
31337,2.05,Premium,J,VS1,62.5,60.0,8.14,8.09,5.07,15109
31338,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1424
31339,0.51,Very Good,G,SI2,63.2,57.0,5.07,5.03,3.19,1100
31340,0.57,Ideal,I,SI1,61.6,54.0,5.36,5.38,3.31,1113
31341,0.41,Ideal,D,VVS1,62.2,56.0,4.8,4.78,2.98,1582
31342,0.5,Good,E,VVS2,58.9,61.0,5.18,5.2,3.06,2183
31343,0.41,Very Good,E,SI1,62.8,57.0,4.71,4.75,2.97,705
31344,1.01,Ideal,J,SI1,62.9,56.0,6.4,6.35,4.01,3818
31345,1.01,Very Good,G,VVS2,61.9,58.0,6.38,6.48,3.98,6257
31346,1.04,Premium,H,VS2,58.7,62.0,6.67,6.65,3.91,4477
31347,0.52,Ideal,D,VS2,61.0,57.0,5.18,5.21,3.17,1774
31348,1.02,Fair,F,SI1,61.8,50.0,6.59,6.51,4.05,4227
31349,0.53,Very Good,G,SI2,63.4,55.0,5.1,5.19,3.26,1079
31350,0.78,Very Good,G,SI2,63.8,56.0,5.81,5.85,3.72,2759
31351,0.31,Premium,D,SI1,61.4,58.0,4.34,4.39,2.68,571
31352,2.63,Ideal,J,SI2,62.1,57.0,8.83,8.88,5.5,16914
31353,1.01,Premium,G,VS2,61.2,59.0,6.43,6.37,3.92,5131
31354,0.3,Ideal,J,VS2,62.1,56.0,4.29,4.34,2.68,384
31355,1.02,Ideal,E,SI2,61.6,56.0,6.55,6.48,3.99,4547
31356,1.01,Premium,G,VVS2,62.4,59.0,6.37,6.32,3.96,7466
31357,0.45,Ideal,E,VVS2,61.9,56.0,4.91,4.95,3.05,1337
31358,0.72,Ideal,I,VVS2,61.6,57.0,5.73,5.76,3.54,2602
31359,2.01,Very Good,H,SI2,63.2,59.0,8.04,8.0,5.07,12229
31360,0.3,Premium,G,VS2,60.6,60.0,4.34,4.3,2.62,675
31361,1.02,Premium,G,SI1,61.3,58.0,6.47,6.45,3.96,4341
31362,0.3,Premium,G,VVS2,62.8,60.0,4.28,4.25,2.68,878
31363,1.21,Ideal,H,SI1,62.9,57.0,6.78,6.74,4.25,4249
31364,0.35,Premium,D,SI1,60.9,58.0,4.55,4.52,2.76,827
31365,0.69,Premium,E,VS2,61.0,60.0,5.68,5.63,3.45,2045
31366,2.17,Ideal,I,SI1,60.7,57.0,8.38,8.42,5.1,17747
31367,0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,567
31368,2.07,Ideal,J,VS2,62.2,56.0,8.2,8.16,5.09,11500
31369,0.51,Ideal,F,VS1,60.4,56.0,5.18,5.21,3.14,1680
31370,1.2,Very Good,D,SI1,62.6,59.0,6.71,6.75,4.21,7909
31371,0.41,Ideal,E,VVS2,61.8,57.0,4.75,4.8,2.95,1187
31372,0.36,Premium,E,VS2,60.3,59.0,4.64,4.58,2.78,1013
31373,0.73,Ideal,F,SI2,62.2,60.0,5.72,5.75,3.57,2355
31374,0.32,Ideal,F,VS2,62.4,54.0,4.4,4.38,2.74,828
31375,1.03,Premium,H,SI1,62.2,60.0,6.43,6.4,3.99,4932
31376,0.3,Ideal,F,VS2,61.9,55.0,4.31,4.32,2.67,605
